score,content,English
1,"Diupdate bukannya tambah bagus, malah tambah menurun kualitasnya. Kecewa banget padahal lagi dibutuhin pas lagi pandemi kaya gini. Tolong diperbaiki lagi","It's updated instead of getting better, it's even decreasing in quality. I'm really disappointed even though I'm still needed during a pandemic like this. Please fix again"
5,Bagus banget bagi yang suka baca buku cocok banget,"Very good for those who like to read books, very suitable"
3,Eror ya gak bisa di buka selalu kesalahan bug,Errors that can't be opened are always bug errors
1,"Ngga bisa screenshoot dong, aksaramaya keterlaluan nih bikin aplikasi. Kita bukannya mau membajak buku atau gimana gimana cuma mau simpan kutipannya doang buat dicatat","Can't take a screenshot, it's too much to make an application. We don't want to hijack books or anything, we just want to save the excerpts for note"
1,Kenapa terlalu banyak akses padahal cuma baca saja,Why is there too much access when only reading?
4,"menurut saya sudah bagus, tapi untuk ebook dan jurnal mohon untuk ditambahkan yaa, terimakasih","I think it's good, but for ebooks and journals, please add them, thank you"
5,Bagus banget. Disini saya bisa pinjam buku apa aja. Selama bukunya ada ya bisa. Pokoknya oke banget,"Really good. Here I can borrow any book. As long as the book is there, yes. Anyway it's really ok"
1,Can't logging in,Can't log in
5,Rich knowledge,Rich knowledge
5,"Kekurangannya menurutku cm g ada alarm notif pengembalian buku,jadi kalo ngantri buku,hrs dijagain terus. Saranku ksh alarm notif pengembalian buku,karena aku dah ngantri sampe dua bulan. Setiap liat bukunya,ternyata dah keambil. Terima kasih","The drawback, in my opinion, is that there isn't an alarm for returning books, so if you're queuing for books, you have to be careful. My advice is to alarm the book return notification, because I've been queuing for up to two months. Every time I look at the book, it turns out to have been taken. Thank you"
3,Kenapa tidak bisa login menggunakan Facebook?,Why can't I login using Facebook?
2,"Tolong perbaikin di bagian kolom pencarian nya + banyakin lagi koleksi buku nya khusus buku buku pembelajaran perkuliahan.. gak usah komik atau fiksi fiksi, jelek jadi nya.. ini punya pemerintah kan? Harus segera di perbaiki demi meningkatkan minat baca masyarakat Indonesia yang masih rendah.. jadi gampang ke makan hoax! Terimakasih.. bintang akan nambah seiring perbaikan..","Please fix it in the search field + add more collections of books, specifically for lectures.. No need for comics or fiction, it's ugly.. this belongs to the government, right? It must be repaired immediately in order to increase the reading interest of the Indonesian people who are still low... so it's easy to eat hoaxes! Thank you.. the stars will be added as the improvement.."
5,Sangat Bermanfaat,Very helpful
2,Apa an lagi nih,What's more
5,👍,👍
3,"Udah bisa pinjem buku online, waktu mau dibaca malah sering closed apps sendiri","I can borrow books online, when I want to open my apps, I often close the apps myself"
1,Gak bisa di buka udah terlanjur ngunduh apk😒,Can't open it already downloaded the apk
3,Kenpa aplikasi nya tidak dapat dibuka ? Selalu terjadi kesalahan .mohon diperbaiki ya admin,"Why can't the application be opened? An error always occurs. Please fix it, admin"
4,"Awalnya sangat senang menggunakan aplikasi ini, tetapi akhir akhir ini, kenapa jd sulit diakses dan selalu ada notif ""tidak dapat mengambil data dari server dan dls"" bahkan kali ini tidak bisa login sama sekali, jika ada kendala, mohon diperbaiki secepatnya dan terima kasih","At first I really enjoyed using this application, but lately, why is it difficult to access and there is always a notification ""unable to retrieve data from server and dls"" even this time I can't login at all, if there are problems, please fix it asap and thank you"
1,Saya gk bisa login berkali2 katanya server bermasalah. Udah saya lapor ke instagram ipusnas tidak ada jawaban,"I can't log in many times it says the server has a problem. I have reported it to ipusnas instagram, no answer"
1,"Kenapa ada kendala terus udh cba login berkali kaliii🥴, pdahal bner2 dibutuhin bnget","Why is there a problem and I've tried to log in many times , even though it's really needed"
5,"Aplikasi ini bagus banget, koleksi bukunya juga lengkap","This application is very good, the book collection is also complete"
1,"Ini aku gak tahu koneksi internet aku stabil, gak tahu dari signal atau dari apknya😭kok susah banget buat didownload huhu😢mana butuh banget ini apk nya buat tugas.","I don't know my internet connection is stable, I don't know from the signal or from the apk😭why is it so hard to download huhuhow do I really need this apk for work."
2,Kok gabisa dibuka ya. Terus ada tulisan DLS tidak ditemukan ?,How come it can't be opened? Then it says DLS not found?
5,"Suka banget kalau ada uang hasil pajak bisa digunakan oleh rakyat untuk mengakses informasi dan pengetahuan kayak gini. Walaupun terkadang ada beberapa kejengkelan, seperti antrean buku yang jumlahnya terbatas padahal permintaannya banyak, kadang suka ke log out ya paling gagal log in lagi ketika ada maintenance server aja. Pengen sih menggunakan fitur catatan bersamaan dengan tampilnya buku yang dibaca, bisa nggak ya? Jadinya catatannya tidak terpisah gitu. Itu saja. Semoga makin berkembang!","I really like it if there is money from taxes that can be used by the people to access information and knowledge like this. Although sometimes there are some annoyances, such as queues for books that are limited in number even though the requests are many, sometimes they like to log out, at most they fail to log in again when there is server maintenance. Do you want to use the notes feature along with the appearance of the book you are reading, can you not? So the records are not separate. Just that. Hopefully it will grow!"
1,Ipusnas ini kenapa minta akses kamera dan minta akses dapat mengubah settingan sistem padahal dalam penggunaan tidak ada hubungannya dengan kamera. Settingan sistem juga kenapa harus diberikan izin untuk dapat mengubah?,Why is Ipusnas asking for camera access and asking for access can change system settings even though in use it has nothing to do with the camera. Also why do system settings have to be given permission to be able to change?
4,Baru di coba ya nanti kalau sudah bagus baru tambahin ya,"Just try it later, when it's good, just add it"
3,Sy juga sdh install tpi gk bisa login,I have also installed it but can't log in
5,"Keren banget,lengkap..sangat bermanfaat...terima kasih .","Very cool, complete..very useful...thank you."
5,"Bagus dan membantu banget untuk pencinta literasi! Novel-novelnya lengkap banget, mulai dari novel terjemahan, populer, sampe novel series pun ada! Keren banget deh pokoknya!!","Good and very helpful for literacy lovers! The novels are very complete, ranging from translated and popular novels, to even series novels! It's really cool!!"
5,Mantap,Excellent
3,Tambahkan buku pendidikan kurikulum 13 dan waktu peminjaman diperpanjang sehingga bisa 30 hari,Add curriculum 13 education books and the loan period is extended so that it can be 30 days
3,"Baru instal, dan pas nyari bukunya juga kurang lengkap, terus bukunya habis mulu","I just installed it, and when I was looking for the book it wasn't complete, and the book ran out all the time"
1,Tidak dapat meminjam buku,Can't borrow books
4,😀,️
5,Tuhan Yesus Memberkati,Jesus bless you
1,Tolong beri anggaran lebih supaya buku yg ingin dibaca tidak antri terlalu lama,Please give more budget so that the book you want to read doesn't take too long
3,"Nge-bug. Dua kali eror. Setiap eror, g bisa dipakai selama sehari penuh. Tp krn lbh bnyk tidak eror, sy kasih 3 ats fasilitasnya. Trm ksh. Bs baca gratis. Oh ya, jgn bw bw unsur politis ya. Trm ksh.","bug. Twice error. Every error, g can be used for a full day. But because there are more and more errors, I give 3 for the facilities. Thank you. Can read for free. Oh yeah, don't take the political element into it. Thank you."
5,Baca buku gratis & legal,Read free & legal books
5,Bagus banget buat kalian yg suka baca buku,Very good for those of you who like to read books
5,Bagus,Very nice
2,"Hai ipusnas, untuk buku yang bisa dikutip kenapa bookmark nya tidak berfungsi? Saat saya keluar dan ingin membaca lagi malah kembali ke halaman pertama. Tolong bantuannya","Hi ipusnas, for books that can be quoted, why is the bookmark not working? When I go out and want to read again, I return to the first page. Please help"
5,"Aplikasi yg layak di miliki semua orang di sini kita di permudah mencari buku-buku bermutu, saya sgt suka apk ipusnas semoga koleksi bukunya semakin hari semakin tambah banyak dan lengkap ...","An application that deserves to be owned by everyone here, we make it easier to find quality books, I really like the ipusnas apk, hopefully the collection of books is getting more and more complete and complete..."
1,"Saya sudah instal, tapi mau login kok ga bisa ya:')","I already installed it, but I want to login, how come I can't:')"
1,Coba dong batasan pinjam bukunya di tambahin jadi 30 hari,Try increasing the book borrowing limit to 30 days
5,Tambahin buku nya dong yang banyakan biar betah banget di ipusnas. Dan nolongin para penulis dari ebook ilegal juga ga sihh. Mas and Mbak Admin serta Pemerintah please banyakin buku terutama novel(hehe) di ipusnas ya. #ilikeipusnas #suksesterusya,"Please add more books so you can really feel at home in Ipusnas. And help the writers of illegal ebooks, too. Mas and Mbak Admin and the government, please share more books, especially novels (hehe) at Ipusnas, okay? #ilikeipusnas #successterusya"
3,"Admin iPusnas, bisakah akses peminjaman buku tidak menggunakan antrian dan bisa diakses kapan saja. Saya butuh membaca buku nya segera untuk belajar online. Saya akan sangat mengapresiasi jika iPusnas memberikan solusi yang menguntungkan semua pihak. Terima kasih 🤗","Admin of iPusnas, can you access book borrowing without using a queue and can be accessed at any time. I need to read the book immediately to study online. I will really appreciate it if iPusnas provides a solution that benefits all parties. Thank you"
5,Ff game burik,FF game dotted
3,Aplikasinya suka keluar sendiri,The app likes to come out on its own
1,Kenapa sih sekarang gak bisa minjam buku.. selalu yang muncul disuruh cek kotak masuk..tp gk ada pemberitahuan nya di kotak masuk saya.. tolong yaa diperbaiki @ipusnas,Why can't I borrow books now.. it always shows up telling me to check my inbox.. but there's no notification in my inbox.. please fix it @ipusnas
5,Lengkap bagus ... Tpi min knapa klo mau minjem buku yg keluar pasti blom vertivikasi akun pdahalkan sudah min,"Complete good ... But playing why if you want to borrow a book that comes out, the account verification has not yet been verified even though it's already min"
5,Cool apps,Cool apps
5,"Kenapa saya tidak bisa meminjam buku, padahal sebelumnya bisa","Why can't I borrow a book, even though before I could"
