at,userName,score,content
2020-04-11 10:23:52,Desi Murniati,3,"Kok udah pinjem buku tapi gak ada isinya ya, mana minta login berulang kali, padahal pengen baca buku"
2020-04-11 07:55:32,Muhammad Zulfikar,1,"Maaf, Kenapa gak bisa login? Udah pke alternatif keduanya tapi gak bisa sama sekali"
2020-04-11 06:05:27,Fadhilla Fitri,5,"Kalau bisa ditambah lagi dong min batas minjam jadi 5 buku,kalau 2 kedikitan,kasian yang tugasnya banyak,trus kasih dong notif kalau antrian bukunya udah giliran kita,biar ga di ambil orang okey Makasih😅"
2020-04-11 05:17:10,Dust of Moon,5,"Aplikasinya diupgrade dong karena seringkali eror, terus waktu baca fitur scrollnya dibuat mulus dong soalnya kaku gitu waktu scroll. Terus fitur bookmark & halaman terakhir dibaca diperbaiki dong biar waktu mau baca lagi ga ulang dr halaman awal"
2020-04-10 22:07:37,Etin Indrayani,5,Sangat bermanfaat bagi pembaca yang lebih suka menggunakan referensi berbahasa Indonesia. Semoga koleksinya terus ditambah dan waktu peminjaman bisa lebih lama.. Terimakasih
2020-04-10 19:57:02,26. Putri Balqis Nuril Hakim,5,Tolong tambahkan koleksi buku :D
2020-04-10 16:01:18,Rahmat Afif Nur Rihdwan,5,Udah bagus sih tapi transisi kertas curlnya masih agak aneh menurut saya. Tolong diperbaiki.
2020-04-10 15:06:58,muhammad zulham,1,"Sudah beberapa hari ini tdk bisa download buku padahal signal bagus, bikin emosi aja"
2020-04-10 14:21:09,Muhammad Afwan,5,keren
2020-04-10 14:20:13,Zahira Sakila,1,Udah dicoba log in berkali2 tetap saja ngak bisa
2020-04-10 12:01:00,Kanal Pribadi ARyan Setyadi,5,Aplikasi yang sangat sangat bermanfaat. Tambah terus koleksi buku-bukunya ya
2020-04-10 11:27:16,Dimas Satriyo,1,"Maaf,kok saya coba ga bisa login terus yah....gimana cara loginnya biar saya bisa baca..."
2020-04-10 08:53:05,Yusril,1,Kenapa selalu diminta registrasi ya padahal udah registrasi
2020-04-10 08:42:06,AwanAwan 777,3,"Ini kenapa ya, buat registrasi muncul tulisan email sudah terdaftar, tapi buat login tidak bisa terus, dicoba pake akun Facebook & 2 akun google tetep ga bisa Tolong diperbaiki🙏"
2020-04-10 08:29:07,Dandelion Salju,1,Sudah coba berkali kali buat donlod kenapa ngga bisa ya? Lama banget cuma muter2.. Mohon bantuanya .Terimakasih
2020-04-10 01:29:48,Nur Fatimah Mahmudah,4,"Alhamdulillah. Situs yang sangat bermanfaat. Semoga dapat pahala jariyah. Sayang koleksi buku Mbak Ruwi Meita masih minim. Akan senang sekali jika karya beliau yang seperti Misteri Rumah Lebah, Belenggu Ilse, Carmine, Misteri Patung Garam, dll. Buku-buku beliau mengangkat masalah rumah tangga dan wanita yang bagus sekali untuk mengasah empati pembaca. Beliau adalah salah satu penulis thriller lokal terbaik. Seperti Natsuo Kirino dan Akiyoshi Rikako."
2020-04-10 00:50:01,Mayfanny Tanzilia,2,Nggak bisa login via email kenapaaaaa
2020-04-10 00:01:07,H.A Aziyad,5,"Sangat membantu, bekerja sama membangun Indonesia dalam hal ilmu yang lebih maju lagi😊😊 dan ditunggu aplikasi2 pengembangan lainnya"
2020-04-09 19:23:49,Fauzi agung Pratama,5,"Apk nya bagus mudah digunakan namun terkadang judul atau pengarang yang dimasukan malah mengarah ke judul atau pengarang lain ,dan juga bukunya harap diperbanyak lagi tapi sejauh ini ipusnas bisa membuat saya bisa membaca buku yang ada dikegiatan belajar dirumah karna pandemi covid-19"
2020-04-09 16:13:03,Nila Sinta Fitriyani,5,"Keren, semakin berkembang tingkat kenyamanannya."
2020-04-09 14:03:18,WINOLA,2,"Koleksinya lebih diperbaharui, tampilan lebih dibuat menarik ga menoton ke satu atau dua warna aja"
2020-04-09 12:32:22,Muhamad Sarifudin,1,"Mau login pake Facebook disuruh nunggu,pake e mail,tertulis e mail telah digunakan,padahal ini saya baru pertama kali Dan saya menggunakan e mail berbeda pun juga sama saja"
2020-04-09 11:33:56,Bakti Pertiwi,5,Favorit banget.
2020-04-09 11:13:20,Nursita I-Saenong,1,Ipusnas the best. Tapi kak saran aja yaaa.. boleh tambahkan lagi buku kognitif dalam pandangan perilaku konsumen atau pemahaman gitu😊🙏
2020-04-09 03:25:49,Ariska Nurul,3,"Saran saya lebih di perbanyak lgi variasi buku"" pelajarannya untuk berbagai jenjang. Saya rasa buku mengenai materi perkuliahan masih lumayan sedikit, sehingga saat mencari suatu buku terkadang belum tersedia di i pusnas ini. Mohon lebih dikembangkan lagi agar i pusnas ini dapat menjadi sumber referensi bagi adik"" siswa maupun mahasiswa. Tetapi selain itu, saya menyukai tampilan aplikasi ini dan kemudahan dalam meminjam dan mengembalikan buku. Terima Kasih"
2020-04-09 02:39:43,Dina Pertiwi,4,Apakah buku dari penulis populer bisa diperbanyak? Dan buku² terjemahan populer juga? Saya ingin memperkaya referensi bacaan.
2020-04-09 00:37:23,halimah tunsadiah,2,"Niat minjemin buku gak sihh...login daftarnya susah banget yagg nunggu semaleman harap tunggu turus lewat fb, lewat email email sudah terdaftar..kecewa..cuman bisa liat katalog....gak bisa dibaca..kaya toko buku online jadinya🤣"
2020-04-08 14:40:22,Luthfiyah widhi,3,Buku psikologi dong banyakin
2020-04-08 12:46:48,gendis py,1,aplikasinya lamban menghabiskan data banyak
2020-04-08 10:17:03,Abdullah Habib,5,Secara kualitas sejujurnya bintang 3 dari 5. Tapi suka aja sama aplikasi membaca buku secara legal.
2020-04-08 07:44:10,Sapi Yy53,1,Kenapa aplikasi selalu berhenti!!! Tidak bsia dibuka. Padahap saya ingin mrnbaca
2020-04-08 06:06:23,Abdul Ghofur,1,"Buat masuknya gak bisa bisa, selalu kata sandinya salah, padahal itu sudah benar, sangat disayangkan perpustakaan nasional seperti ini"
2020-04-08 03:56:10,Andriani Syariy S,2,Saya pengguna baru iPusnas saya mau log in kok tidak bisa terus ya melalui email padahal password saya benar?
2020-04-08 03:00:27,Tantra Wisnu,5,Puas
2020-04-08 02:55:28,Jasmine Nurah V.W._KBC2,2,"Gak bisa baca bukunya"": gimana ini?"
2020-04-07 18:19:54,Reynaldi Muhammad Gunawan,5,Sangat sangat sangat berguna...
2020-04-07 17:53:56,Bintang Yoga,1,"Kenapa ya pas aku masukin pasword email saya selalu salah, padahal itu udah udah bener"
2020-04-07 15:40:45,Muhammad annas khadafi,2,Sering force close
2020-04-07 13:57:15,Muhammad Fajriansyah,1,"Udh saya coba beberapa kali buat login tapi gk bisa bisa. Login makai akun facebook gk bisa juga, ujung ujung nya lama nunggu dengan perintah ""harap tunggu "" sampai satu jam saya tunggu gk bisa bisa. Lewat akun email gk bisa juga, mencoba login ujung ujung nya kata sandi tidak cocok padahal akun email saya sama password nya benar kenapa disalah salah salahkan... tolong diperbaiki sistem nya... niat baik mau membaca kenapa sulit sekali... sementara waktu ini saya beri satu bintang aja"
2020-04-07 07:20:07,Lilis Nuryani,2,"Gimana sih ko ga bisa liat buku yg lain, kalau kita salah ambil buku mau di kembaliin harus nunggu 24 jam harus nya minimal pinjam 2 tapi pengembalian nya bebas jadi kalau kita salah ambil buku bisa buru2 cari yg lain yg sesuai kebutuhan, tolong di perbaiki sistem nya ini sih ga ngebantu"
2020-04-07 05:23:47,Mohammad Sa'duddin,5,Mantaappp
2020-04-07 02:46:15,roihan iqbal,5,Lumayan banget ini ada tempat buat baca ebook gratis+legal meski koleksinya ga terlalu lengkap. Semoga koleksinya bisa diperbanyak ke depannya
2020-04-07 02:23:52,Sania Maldini,5,"Ditengah minat baca masyarakat yg minim,aps ini baguss....terlebih ini gratis jadi siapapun bisa meng akses...bayangkan jika bayar...sudah minat baca kurang...bayar pula sepertinya akan semakin menurun tingkat literasi di indonesia...Terimakasih"
2020-04-06 20:09:01,Anto Manto,2,Ok
2020-04-06 15:27:53,Ricki Setiawan,1,"Sebenarnya aku gak suka baca buku dan aku lebih suka nomton dari pada baca buku tapi semenjak liat mantan tmn ku posting di ig jadi aku mau coba baca ipusnas ,klo asik aku simpan klo gak asik aku uninstall"
2020-04-06 10:07:55,Ali Akbar Rosadi,5,sangat membantu bg saya
2020-04-06 09:19:08,Robert Tya,5,Bagus
2020-04-06 09:17:38,Lutfi Achmad,5,Media baca online yg sangat bagus. koleksinya buanyaaak. Gratis lagi. Pertahanin bossque
2020-04-06 08:45:02,ayu mirayanti,1,"Tiap buka aplikasi loading lah network out lah, niat gak sih bikin aplikasi"
2020-04-06 08:18:26,MS ROHMAN,5,"maintenance sampai kapan min, kok lama banget"
2020-04-06 08:13:57,Francisca Krismaningtyas,3,Kenapa ya aplikasi ipusnas tidak bisa diakses dan setiap kali akan meminjam buku keteranganya error?
2020-04-06 08:11:31,ivo hrp,4,"Ini ipusnas kenapa sih , kok jd susah gini mw masuknya , malah eror mulu lagi 😥😥😥"
2020-04-06 08:04:33,Pengguna Google,1,"Gakbisa diakses terus, padahal lg butuh bgt"
2020-04-06 07:37:17,Alan Permana,4,"Admin buku The Art of thinking clearly kok gk ada ya? Tolong ditambahkan ya buku itu, terima kasih ;)"
2020-04-06 07:07:52,Azizah Nur Laili,3,"mengecewakaan.... enak2 baca tiba2 logout sndiri, login lg gak bisa...."
2020-04-06 06:33:31,Asih Purwanti,1,"Lelet, padahal jaringan internet lancar"
2020-04-06 05:50:24,Juniarti Yumna,5,"Kok jadi susah dibuka,,kenapa ya🤔"
2020-04-06 05:19:15,Deas Utami,4,"Aplikasinya bagus, tapi untuk waktu peminjaman tolong diperlama sedikit terus kenapa harus terus login padaha sudah login. Saran saya sih mending login nya sekali saja."
2020-04-06 04:20:18,Rizka Amalya,1,Kenapa aplikasinya gamau jalan? Padahal koneksi stabil.. Kecewa.
2020-04-06 04:05:35,Na,5,aplikasi yang sangat membantu. tapi akhir2 ini kok sering error ya. tolong diperbaiki :))
2020-04-05 21:30:17,Harti Harti,4,Meski terkadang masih error network tapi dengan adanya iPusnas saya merasa bersyukur banget ada perpustakaan online yg lainnya juga
2020-04-05 17:31:19,Rizki Okta Rahmanda,3,Saya log in kok tidak bisa terus bagaimana ini??tolong lah jangan dipersulit. Ayoo dukung pendidikan.. pendidikan butuh suport seperti ebook.. apalagi di tengah pandemi Qif-19 ini
2020-04-05 16:53:10,Karim Amrullah,5,"Terima kasih perpustakaan nasional, semoga kedepannya koleksi buku bertambah dan jumlah buku yang dipinjam perhari bisa lebih dari dua."
2020-04-05 15:24:20,An Ng,5,"Sebelum selesai downloadnya, udah kasih 5 bintang.... Semoga koleksi bukunya banyak"
2020-04-05 14:03:48,Idram,1,Padahal udah login tapi Kenapa setiap mau pinjam buku selalu diarahkan untuk login ulang..? Buat aplikasi kok nggak niat amat.
2020-04-05 12:04:40,Rolan Milano,3,Keren
2020-04-05 12:00:33,siwas sondol,5,terima kasih
2020-04-05 08:40:50,Dika S W,3,"Gagal login terus, padahal udah regis, tapi pas login katanya sandi tidak sesuai :("
2020-04-05 08:17:03,Muhamad Hafidz,5,Good job
2020-04-05 07:33:50,Muhammad Taufik18,4,"Halo iPusnas, kenapa saya gak bisa login ya?pake fb maupun email tapi gak bisa login, tolong diperbaiki dong admin"
2020-04-05 07:17:26,Siti Humayroh,4,Mau tanya nih min kenapa ya abis pinjam bukunya pas mau di baca keluar aplikasinya terus mohon perbaikannya terimakasih
2020-04-04 19:10:41,adelia sekar,3,"Halo ipusnas, saya mau download aplikasi nya nih, tp kok gabisa trs ya? Pdhl saya pengen minjem bukunya:("
2020-04-04 15:04:16,Ibnu Dani,5,Keren
2020-04-04 14:09:52,Wulan Maidah,1,"sayang sekali..beberapa kali saya.mau pinjam buku ,selalu gagal ,karena email belum diverivikasi ..aneh g ngerti ...disuruh cek kotak masuk atau spam tapi g ada satupun pemberitahuan ..tolong diperbaiki lgi"
2020-04-04 12:26:01,Erlinda Arik,3,Pas mau download kok lama bangettt
2020-04-04 11:24:01,Betiana fitriastuti,4,saya kecewa g bisa pinjam buku alasan nya email belum terverifikasi....
2020-04-04 10:33:11,D S,4,Wadah bagi kamu literasi
2020-04-04 07:59:36,Lilis Diana,2,"Dulu saya udah pernah menggunakan aplikasi ini. Namun,krna ada keperluan lain di hp saya yang mengharus utk menghapus sbgian aplikasi di hp saya maka saya hapus aplikasi ipusnas ini. Nah pada saat ini saya mendownload aplikasi ipusnas lagi dan utk login nya knpa susah ya? Padahal kata sandi email udah bener tpi gk bisa,udh pake login lewat facebook juga susah. Mohon kejelasannya. Terimakasih"
2020-04-04 06:08:56,AFAT,5,👍🏽👍🏽👍🏽
2020-04-04 03:01:58,Dita Ayu kurnia Sari,5,Ngebantu bangettttttttt
2020-04-04 02:56:52,Ilham Rahmatullah,5,Aplikasi ini sangat membantu terutama kami yang kekurangan dana untuk membeli buku buku yg kami inginkan namun kami bisa mengaksesnya melalui aplikasi ini terimakasih perpustakaan nasional
2020-04-04 02:17:32,abdul jabar,5,"Aplikasinya sangat bagus, membantu kita dalam menambah wawasan. Hanya saja kalau kita mau pake aplikasi ini, sinyalnya harus kuat dan stabil. Trus kalau bisa masa peminjamannya diperpanjang, karena buku yg saya pinjam gak cukup jika dibaca dalam 3 hari. Terima kasih. Mohon dipertimbangkan ya Min..."
2020-04-04 01:23:48,Muhammad Hanif,4,"Mantap, cuman masa peminjaman mesti di tambah"
2020-04-03 23:44:36,Aufa Istighfara,2,"Ini sy baru pertama kali coba ipusnas, tetapi kok malah mengecewakan. Saya baru pinjam buku, aplikasi malah berhenti sendiri"
2020-04-03 16:37:30,Aurora Aurelia,5,"Terimakasih:)) bersyukur banget nemu app ini, bisa baca dimana aja kapan aja, koleksi buku bukunya juga banyak bangett"
2020-04-03 14:45:37,Ayu Aditya,4,Guud
2020-04-03 11:57:22,Alodia Radit,5,mantap
2020-04-03 07:53:38,Omara Karol,4,Buku2 yg tersedia masih kurang banyak dan kurang baru. Tapi gpp lah.
2020-04-03 06:00:20,Hanif Ibrahim,5,Saya memakai ini agar memberi apresiasi terhadap pemerintah dan para penulis buku untuk memajukan indonesia
2020-04-03 04:07:08,Ilham Borahima,5,Tingkatkan
2020-04-03 03:48:28,DPLF_DENI PRATAMA,1,"Tolong dong bukunya dibanyakin lagi, biar ga usah antri"
2020-04-03 02:20:36,Rif'atus Sa'diah,1,Kenapa saya tidak bisa login?
2020-04-03 01:26:30,Qusyairi Ahmad,1,Udah coba log in kok ga bisa bisa kenapa yah udah 2 hari tetep gabisa
2020-04-03 00:32:05,Asari Inohdamor,5,Aplikasi yang sangat membantu membaca buku online
2020-04-02 23:04:03,yahya moechammad,5,Mantap
2020-04-02 13:40:03,Riska Widiarti,5,Thanks. Jadi bisa baca buku di mana pun dan kapanpun.
2020-04-02 13:02:36,Grandis N.A,4,Stock bukunya di banyakin donk sama jangan di kasih batasan buat minjem bukunya please
2020-04-02 12:48:05,Ragil Oging,5,Pengen tau ajah isinya
2020-04-02 11:27:35,Kenni Yoka,1,Kok pas saya pinjam buku malah crash ya
2020-04-02 10:31:03,tiksuno abu ghaida,5,"Sangat bermanfaat,semoga koleksinya semakin lengkap sehingga benar2 menjadi pusat rujukan litetasi digital"
2020-04-02 09:20:38,Jhabe Goingunder,5,MOHON bantuan untuk login dengan facebook
2020-04-02 07:08:35,Pengguna Google,5,Saya pernah download iPusnas kemudian saya log out dan mau log in kembali tapi kok gagal terus? Gimana cara log in kembali?
2020-04-02 06:51:12,secret life,1,Kenapa saya susah log in?
2020-04-02 05:43:37,Moh Amirul Iksan,5,Tetaplah menjadi jendela dunia. Tingkatkan dan tambahkan koleksi bukunya.
2020-04-02 05:22:49,Alex Bahar,2,"Bagus ,pasdaftar dan ferivikasi email ,email gak masuk2"
2020-04-02 04:54:33,Mu'alimatus Sofiyah,4,"Alhamdulillah, cukup memuaskan. Semoga tidak ada kendala lagi ke depannya."
2020-04-02 04:27:11,Acik Maularsih,5,Koleksi buku versi online lumayan lengkap walaupun masih ada sebagian belum ada versi online nya
2020-04-02 00:59:01,pengguna tab,5,"Alhamdulillah sangt bermanfaat, koleksi buku yg lengkp .....trimaksih"
2020-04-01 23:46:33,Muh Nurqamarullah,5,"Sy kasih bintang 5, krn sngat membantu ketika gabut."
2020-04-01 22:29:03,Farakh Dina Arifatul Mujahidah,3,Kenapa kemarin habis minja Pas mau buka bukunya suruh login lagi.sekarang mau login kok lama bangeeettt ya
2020-04-01 17:16:37,Erni Jatiti,1,Kenapa saya g bisa log in ya...? Sudah 3 email sudah terdaftar katanya tp coba lagi terus
2020-04-01 15:17:30,Widodo Adi Wijaya,5,Nice
2020-04-01 14:58:38,Eva Fatimah,5,"Kenapa tiap ingin membaca buku pinjaman, aplikasi langsung eror dan keluar sendiri? Mohon diperbaiki, agar lebih nyaman."
2020-04-01 13:58:59,Dita Setya Purnamasari,3,Sangat kecewa bukunya tidak dipinjamkan sesuai urutan antrian
2020-04-01 13:52:26,Soffi Chan,5,"Mau nanya, apakah ipusnas harus os android 5 ke atas? Akhirnyaaaa... kemarin sedih di tab gak bisa dipake. Sekarang bisa lagi. Thanks Ipusnas 😊"
2020-04-01 11:43:05,Islami Sri Devi,4,Lumayan untuk awal
2020-04-01 11:25:58,Rara,5,"Terimakasih saya sangat suka, semoga ke depannya lebih lengkap lagi untuk berbagai buku terjemahan"
2020-04-01 10:55:41,Om Jack,1,Kenapa kok gak semua buku bisa dipinjam? Padahal koneksi internet saya baik
2020-04-01 08:12:33,Utin Anya,4,"Halo, saya baru download aplikasinya. Terus saya mau login tapi ga bisa terus, mau coba ubah password ga bisa kebuka web untuk ubah passwordnya. itu gimana ya?"
2020-04-01 08:00:02,Sarini Fitrah,2,Akun saya tidak bisa pinjam buku katanya email masih dikirim terus😌
2020-04-01 06:42:36,Ghina Aulya,5,Keysiap
2020-04-01 06:05:06,Haidarotus Sholihah,3,"Kenapa sekarang2 ini ipusnas sering error?? Ketika baru keluar apk, trus mau masuk lagi, mendadak data tidak ada,, muat ulang berulang kali padahal sinyal bagus.. jdi harus diuninstal berulang kali.."
2020-04-01 05:23:09,syafni emilya,5,"Edit: kenapa Ipusnas saya sekarang jadi susah dibuka ya? Padahal mau pinjam buku, tapi katanya network eror mulu. Padahal sinyal saya bagus2 aja tuh. Tolong diperbaiki, saya butuh pinjam buku buat tugas🙏 Bagus banget! Sekarang saya sudah bisa mencari buku yang saya butuhkan lewat tombol search yang sebelumnya tidak ada. Makasih buat pencipta aplikasi ini. Saya suka sekali. Semoga terus berkembang dan pastinya tetap ramah dompet yaa😉😘"
2020-04-01 05:18:06,Vira Gita Cahyani,3,"Susah banget mau login in nya padahal udah seneng banget mau nyoba² eh waktu mau login gak bisa, tolong diperbaiki lagi lah biar enak 🙏"
2020-04-01 02:51:30,siti sulbiatun,3,"Masih belum.bisa buat baca, mau pinjam bukunya tpi ga ada proses. Gimana caranya ya?"
2020-04-01 01:54:27,Dion Setiawan,2,"Kenapa sekarang gk bisa baca bukunya, tiba-tiba aplikasi berhenti mohon perbaikannya"
2020-03-31 22:14:27,Salam Muslim,1,Applikasi g bs di buka padhal koneksi cpet
2020-03-31 21:44:04,Siti Mulyani,3,Buku saya kok gak ada di sini min? Apa hanya buku-buku orang terkenal saja yang disimpan di ipusnas?
2020-03-31 16:28:51,Mochammad Eko P,5,Aplikasi terbaik yang wajib ada di ponsel
2020-03-31 15:06:11,Poppy Wijaya,3,Coba kita liat dulu
2020-03-31 14:38:37,mohammad abror hidayat,2,Min ini gmn kok mau login gak bisa via email
2020-03-31 14:12:12,Mona Liza,2,kok gag bisa registrasi ya??? udah berulang kali nyoba tetap aja gag bisa
2020-03-31 14:05:47,Ahmad Mushawwir Suharto,2,"Saya mau login tapi sering gagal, mohon bantuannya untuk memperbaiki login ke facebook"
2020-03-31 14:02:28,ATIQ,2,"Saat harus tinggal di rumah, ipusnas malah error 😔😔😔"
2020-03-31 13:34:48,Don't Call My Name,3,sulit login
2020-03-31 13:27:34,Frisca Sabatini,3,Ipusnas ada gangguan jaringan ya? Kok dari tadi sore gak bisa di buka? Tolong segera perbaiki
2020-03-31 13:18:08,Bella Amelya,3,Kok gak bisa masuk ya?
2020-03-31 13:15:08,Mom&kids,1,Ga bisa dibuka
2020-03-31 13:10:43,Ism Nda,2,Kok habis di update malah gak bisa dibuka. Padahal apk ini sgt berguna utk mengerjakan tugas online di rumah karena lagi karantina pandemi corona. Plis diperbaiki besok secepatnya
2020-03-31 13:10:01,Abdulah Wisesa,1,Mengklik tiba-tiba keluar dari akun. Masuk kembali ternyata lama dan mencoba untuk mengapus APKnya lalu install sampai dua kali. Tetap tidak bisa masuk. Apakah mendaftar kembali untuk ketiga kalinya? Ketidaknyamanannya di sini.
2020-03-31 13:00:31,Cinta Callista,4,"Ipusnas lagi bermasalah ya? kok setiap saya buka selalu error,, heran, padahal kemarin2 gak gitu lho..."
2020-03-31 12:53:39,Intan Phy,1,Kenapa tidak bisa login
2020-03-31 12:47:06,Alya Setyaningtyas,3,"Mohon maaf, saya kesulitan saat ingin daftar menggunakan email. Terus bermunculan kata ""network timeout"". Tak hanya daftar, saat saya coba melakukan peminjaman atau mencari kategori buku, kata itu terus muncul. Mohon penjelasannya soal ini 🙏"
